Year;ICD10 Code;ICD10 Diagnosis;Diagnosis Type;Metric;Sex;Value
20.06.2007;J00-J99;All respiratory diseases;All respiratory diseases;Attributable number;Female;50900
20.06.2007;I00-I99;All circulatory diseases;All circulatory diseases;Attributable number;Female;43600
20.06.2007;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Attributable number;Female;7600
20.06.2007;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Attributable number;Female;25200
20.06.2007;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Attributable number;Female;2300
20.06.2007;C15;Oesophagus;Cancers which can be caused by smoking;Attributable number;Female;6000
20.06.2007;C32;Larynx;Cancers which can be caused by smoking;Attributable number;Female;600
20.06.2007;C53;Cervical;Cancers which can be caused by smoking;Attributable number;Female;800
20.06.2007;C67;Bladder;Cancers which can be caused by smoking;Attributable number;Female;5800
20.06.2007;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Attributable number;Female;300
20.06.2007;C16;Stomach;Cancers which can be caused by smoking;Attributable number;Female;900
20.06.2007;C25;Pancreas;Cancers which can be caused by smoking;Attributable number;Female;2700
20.06.2007;C80;Unspecified Site;Cancers which can be caused by smoking;Attributable number;Female;1600
20.06.2007;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Attributable number;Female;1300
20.06.2007;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Attributable number;Female;2000
20.06.2007;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Attributable number;Female;40300
20.06.2007;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Attributable number;Female;8600
20.06.2007;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;Female;11500
20.06.2007;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;Female;20600
20.06.2007;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Attributable number;Female;3000
20.06.2007;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Attributable number;Female;6500
20.06.2007;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Attributable number;Female;1600
20.06.2007;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Attributable number;Female;400
20.06.2007;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Attributable number;Female;5200
20.06.2007;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Attributable number;Female;1700
20.06.2007;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Attributable number;Female;800
20.06.2007;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Attributable number;Female;6800
20.06.2007;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Attributable number;Female;4800
20.06.2007;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Attributable number;Female;600
20.05.2006;All codes;All admissions;All admissions;Number of admissions;;8249330
20.05.2006;C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03;All diseases which can be caused by smoking;All diseases which can be caused by smoking;Number of admissions;;1430028
20.05.2006;C00-D48;All cancers;All cancers;Number of admissions;;1261802
20.05.2006;J00-J99;All respiratory diseases;All respiratory diseases;Number of admissions;;410937
20.05.2006;I00-I99;All circulatory diseases;All circulatory diseases;Number of admissions;;845712
20.05.2006;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Number of admissions;;957745
20.05.2006;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Number of admissions;;80294
20.05.2006;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Number of admissions;;13281
20.05.2006;C15;Oesophagus;Cancers which can be caused by smoking;Number of admissions;;34442
20.05.2006;C32;Larynx;Cancers which can be caused by smoking;Number of admissions;;4523
20.05.2006;C53;Cervical;Cancers which can be caused by smoking;Number of admissions;;7041
20.05.2006;C67;Bladder;Cancers which can be caused by smoking;Number of admissions;;78931
20.05.2006;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Number of admissions;;10974
20.05.2006;C16;Stomach;Cancers which can be caused by smoking;Number of admissions;;25144
20.05.2006;C25;Pancreas;Cancers which can be caused by smoking;Number of admissions;;20307
20.05.2006;C80;Unspecified Site;Cancers which can be caused by smoking;Number of admissions;;12999
20.05.2006;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Number of admissions;;29906
20.05.2006;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Number of admissions;;5619
20.05.2006;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Number of admissions;;104942
20.05.2006;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Number of admissions;;87654
20.05.2006;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;;225098
20.05.2006;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;;306039
20.05.2006;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Number of admissions;;38930
20.05.2006;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Number of admissions;;96537
20.05.2006;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Number of admissions;;11479
20.05.2006;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Number of admissions;;7634
20.05.2006;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Number of admissions;;23117
20.05.2006;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Number of admissions;;14178
20.05.2006;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Number of admissions;;2793
20.05.2006;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Number of admissions;;114119
20.05.2006;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Number of admissions;;61269
20.05.2006;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Number of admissions;;12778
20.05.2006;All codes;All admissions;All admissions;Attributable number;;457800
20.05.2006;C00-D48;All cancers;All cancers;Attributable number;;163200
20.05.2006;J00-J99;All respiratory diseases;All respiratory diseases;Attributable number;;109800
20.05.2006;I00-I99;All circulatory diseases;All circulatory diseases;Attributable number;;147500
20.05.2006;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Attributable number;;16100
20.05.2006;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Attributable number;;66900
20.05.2006;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Attributable number;;9100
20.05.2006;C15;Oesophagus;Cancers which can be caused by smoking;Attributable number;;23900
20.05.2006;C32;Larynx;Cancers which can be caused by smoking;Attributable number;;3700
20.05.2006;C53;Cervical;Cancers which can be caused by smoking;Attributable number;;900
20.05.2006;C67;Bladder;Cancers which can be caused by smoking;Attributable number;;34100
20.05.2006;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Attributable number;;3000
20.05.2006;C16;Stomach;Cancers which can be caused by smoking;Attributable number;;5800
20.05.2006;C25;Pancreas;Cancers which can be caused by smoking;Attributable number;;5400
20.05.2006;C80;Unspecified Site;Cancers which can be caused by smoking;Attributable number;;4900
20.05.2006;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Attributable number;;5500
20.05.2006;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Attributable number;;4900
20.05.2006;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Attributable number;;83800
20.05.2006;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Attributable number;;21100
20.05.2006;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;;36200
20.05.2006;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;;77800
20.05.2006;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Attributable number;;7800
20.05.2006;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Attributable number;;16500
20.05.2006;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Attributable number;;7300
20.05.2006;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Attributable number;;1900
20.05.2006;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Attributable number;;12200
20.05.2006;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Attributable number;;2700
20.05.2006;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Attributable number;;1300
20.05.2006;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Attributable number;;13600
20.05.2006;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Attributable number;;6800
20.05.2006;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Attributable number;;700
20.05.2006;All codes;All admissions;All admissions;Number of admissions;Male;3831318
20.05.2006;C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03;All diseases which can be caused by smoking;All diseases which can be caused by smoking;Number of admissions;Male;785739
20.05.2006;C00-D48;All cancers;All cancers;Number of admissions;Male;621984
20.05.2006;J00-J99;All respiratory diseases;All respiratory diseases;Number of admissions;Male;207949
20.05.2006;I00-I99;All circulatory diseases;All circulatory diseases;Number of admissions;Male;480636
20.05.2006;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Number of admissions;Male;473409
20.05.2006;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Number of admissions;Male;47427
20.05.2006;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Number of admissions;Male;9160
20.05.2006;C15;Oesophagus;Cancers which can be caused by smoking;Number of admissions;Male;24984
20.05.2006;C32;Larynx;Cancers which can be caused by smoking;Number of admissions;Male;3798
20.05.2006;C53;Cervical;Cancers which can be caused by smoking;Number of admissions;Male;.
20.05.2006;C67;Bladder;Cancers which can be caused by smoking;Number of admissions;Male;59918
20.05.2006;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Number of admissions;Male;7126
20.05.2006;C16;Stomach;Cancers which can be caused by smoking;Number of admissions;Male;17820
20.05.2006;C25;Pancreas;Cancers which can be caused by smoking;Number of admissions;Male;10597
20.05.2006;C80;Unspecified Site;Cancers which can be caused by smoking;Number of admissions;Male;5689
20.05.2006;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Number of admissions;Male;17669
20.05.2006;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Number of admissions;Male;3135
20.05.2006;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Number of admissions;Male;54047
20.05.2006;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Number of admissions;Male;44830
20.05.2006;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Male;120179
20.05.2006;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Male;199546
20.05.2006;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Number of admissions;Male;23010
20.05.2006;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Male;46317
20.05.2006;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Number of admissions;Male;8715
20.05.2006;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Number of admissions;Male;4805
20.05.2006;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Number of admissions;Male;11846
20.05.2006;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Number of admissions;Male;5691
20.05.2006;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Number of admissions;Male;1126
20.05.2006;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Number of admissions;Male;44098
20.05.2006;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Number of admissions;Male;14203
20.05.2006;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Number of admissions;Male;.
20.05.2006;All codes;All admissions;All admissions;Attributable number;Male;291200
20.05.2006;C00-D48;All cancers;All cancers;Attributable number;Male;115600
20.05.2006;J00-J99;All respiratory diseases;All respiratory diseases;Attributable number;Male;58600
20.05.2006;I00-I99;All circulatory diseases;All circulatory diseases;Attributable number;Male;101400
20.05.2006;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Attributable number;Male;8300
20.05.2006;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Attributable number;Male;41900
20.05.2006;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Attributable number;Male;6900
20.05.2006;C15;Oesophagus;Cancers which can be caused by smoking;Attributable number;Male;17800
20.05.2006;C32;Larynx;Cancers which can be caused by smoking;Attributable number;Male;3200
20.05.2006;C53;Cervical;Cancers which can be caused by smoking;Attributable number;Male;.
20.05.2006;C67;Bladder;Cancers which can be caused by smoking;Attributable number;Male;28100
20.05.2006;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Attributable number;Male;2600
20.05.2006;C16;Stomach;Cancers which can be caused by smoking;Attributable number;Male;4900
20.05.2006;C25;Pancreas;Cancers which can be caused by smoking;Attributable number;Male;2700
20.05.2006;C80;Unspecified Site;Cancers which can be caused by smoking;Attributable number;Male;3200
20.05.2006;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Attributable number;Male;4300
20.05.2006;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Attributable number;Male;2800
20.05.2006;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Attributable number;Male;43600
20.05.2006;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Attributable number;Male;12300
20.05.2006;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;Male;24100
20.05.2006;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;Male;56300
20.05.2006;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Attributable number;Male;4500
20.05.2006;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Attributable number;Male;9400
20.05.2006;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Attributable number;Male;5700
20.05.2006;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Attributable number;Male;1500
20.05.2006;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Attributable number;Male;6600
20.05.2006;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Attributable number;Male;1100
20.05.2006;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Attributable number;Male;500
20.05.2006;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Attributable number;Male;5800
20.05.2006;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Attributable number;Male;1600
20.05.2006;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Attributable number;Male;.
20.05.2006;All codes;All admissions;All admissions;Number of admissions;Female;4418012
20.05.2006;C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03;All diseases which can be caused by smoking;All diseases which can be caused by smoking;Number of admissions;Female;644289
20.05.2006;C00-D48;All cancers;All cancers;Number of admissions;Female;639818
20.05.2006;J00-J99;All respiratory diseases;All respiratory diseases;Number of admissions;Female;202988
20.05.2006;I00-I99;All circulatory diseases;All circulatory diseases;Number of admissions;Female;365076
20.05.2006;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Number of admissions;Female;484336
20.05.2006;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Number of admissions;Female;32867
20.05.2006;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Number of admissions;Female;4121
20.05.2006;C15;Oesophagus;Cancers which can be caused by smoking;Number of admissions;Female;9458
20.05.2006;C32;Larynx;Cancers which can be caused by smoking;Number of admissions;Female;725
20.05.2006;C53;Cervical;Cancers which can be caused by smoking;Number of admissions;Female;7041
20.05.2006;C67;Bladder;Cancers which can be caused by smoking;Number of admissions;Female;19013
20.05.2006;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Number of admissions;Female;3848
20.05.2006;C16;Stomach;Cancers which can be caused by smoking;Number of admissions;Female;7324
20.05.2006;C25;Pancreas;Cancers which can be caused by smoking;Number of admissions;Female;9710
20.05.2006;C80;Unspecified Site;Cancers which can be caused by smoking;Number of admissions;Female;7310
20.05.2006;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Number of admissions;Female;12237
20.05.2006;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Number of admissions;Female;2484
20.05.2006;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Number of admissions;Female;50895
20.05.2006;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Number of admissions;Female;42824
20.05.2006;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;104919
20.05.2006;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;106493
20.05.2006;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;15920
20.05.2006;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Number of admissions;Female;50220
20.05.2006;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Number of admissions;Female;2764
20.05.2006;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Number of admissions;Female;2829
20.05.2006;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Number of admissions;Female;11271
20.05.2006;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Number of admissions;Female;8487
20.05.2006;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Number of admissions;Female;1667
20.05.2006;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Number of admissions;Female;70021
20.05.2006;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Number of admissions;Female;47066
20.05.2006;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Number of admissions;Female;12775
20.05.2006;All codes;All admissions;All admissions;Attributable number;Female;166600
20.05.2006;C00-D48;All cancers;All cancers;Attributable number;Female;47600
20.05.2006;J00-J99;All respiratory diseases;All respiratory diseases;Attributable number;Female;51200
20.05.2006;I00-I99;All circulatory diseases;All circulatory diseases;Attributable number;Female;46200
20.05.2006;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Attributable number;Female;7900
20.05.2006;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Attributable number;Female;25000
20.05.2006;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Attributable number;Female;2200
20.05.2006;C15;Oesophagus;Cancers which can be caused by smoking;Attributable number;Female;6100
20.05.2006;C32;Larynx;Cancers which can be caused by smoking;Attributable number;Female;600
20.05.2006;C53;Cervical;Cancers which can be caused by smoking;Attributable number;Female;900
20.05.2006;C67;Bladder;Cancers which can be caused by smoking;Attributable number;Female;6000
20.05.2006;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Attributable number;Female;400
20.05.2006;C16;Stomach;Cancers which can be caused by smoking;Attributable number;Female;900
20.05.2006;C25;Pancreas;Cancers which can be caused by smoking;Attributable number;Female;2700
20.05.2006;C80;Unspecified Site;Cancers which can be caused by smoking;Attributable number;Female;1700
20.05.2006;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Attributable number;Female;1200
20.05.2006;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Attributable number;Female;2100
20.05.2006;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Attributable number;Female;40300
20.05.2006;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Attributable number;Female;8900
20.05.2006;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;Female;12200
20.05.2006;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;Female;21500
20.05.2006;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Attributable number;Female;3300
20.05.2006;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Attributable number;Female;7100
20.05.2006;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Attributable number;Female;1600
20.05.2006;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Attributable number;Female;400
20.05.2006;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Attributable number;Female;5600
20.05.2006;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Attributable number;Female;1500
20.05.2006;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Attributable number;Female;700
20.05.2006;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Attributable number;Female;7800
20.05.2006;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Attributable number;Female;5200
20.05.2006;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Attributable number;Female;700
20.04.2005;All codes;All admissions;All admissions;Number of admissions;;7846548
20.04.2005;C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03;All diseases which can be caused by smoking;All diseases which can be caused by smoking;Number of admissions;;1401878
20.04.2005;C00-D48;All cancers;All cancers;Number of admissions;;1179955
20.04.2005;J00-J99;All respiratory diseases;All respiratory diseases;Number of admissions;;404875
20.04.2005;I00-I99;All circulatory diseases;All circulatory diseases;Number of admissions;;823479
20.04.2005;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Number of admissions;;883439
20.04.2005;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Number of admissions;;73491
20.04.2005;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Number of admissions;;12029
20.04.2005;C15;Oesophagus;Cancers which can be caused by smoking;Number of admissions;;31358
20.04.2005;C32;Larynx;Cancers which can be caused by smoking;Number of admissions;;4148
20.04.2005;C53;Cervical;Cancers which can be caused by smoking;Number of admissions;;6390
20.04.2005;C67;Bladder;Cancers which can be caused by smoking;Number of admissions;;74227
20.04.2005;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Number of admissions;;10040
20.04.2005;C16;Stomach;Cancers which can be caused by smoking;Number of admissions;;23172
20.04.2005;C25;Pancreas;Cancers which can be caused by smoking;Number of admissions;;18340
20.04.2005;C80;Unspecified Site;Cancers which can be caused by smoking;Number of admissions;;13254
20.04.2005;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Number of admissions;;28033
20.04.2005;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Number of admissions;;5757
20.04.2005;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Number of admissions;;107422
20.04.2005;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Number of admissions;;82877
20.04.2005;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;;216998
20.04.2005;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Number of admissions;;305650
20.04.2005;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Number of admissions;;36995
20.04.2005;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Number of admissions;;96297
20.04.2005;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Number of admissions;;11365
20.04.2005;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Number of admissions;;7676
20.04.2005;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Number of admissions;;23302
20.04.2005;K50;Crohns Disease;Digestive diseases which can be caused caused by smoking;Number of admissions;;12396
20.04.2005;K05;Periodontal Disease / Periodonitis;Digestive diseases which can be caused caused by smoking;Number of admissions;;2638
20.04.2005;H25;Age Related Cataract 45+;Other diseases which can be caused by smoking;Number of admissions;;126456
20.04.2005;S72.0-S72.2;Hip Fracture 55+;Other diseases which can be caused by smoking;Number of admissions;;59509
20.04.2005;O03;Spontaneous Abortion;Other diseases which can be caused by smoking;Number of admissions;;12058
20.04.2005;All codes;All admissions;All admissions;Attributable number;;452300
20.04.2005;C00-D48;All cancers;All cancers;Attributable number;;152600
20.04.2005;J00-J99;All respiratory diseases;All respiratory diseases;Attributable number;;111500
20.04.2005;I00-I99;All circulatory diseases;All circulatory diseases;Attributable number;;149400
20.04.2005;K00-K93;All diseases of the digestive system;All diseases of the digestive system;Attributable number;;16200
20.04.2005;C33-C34;Trachea, Lung, Bronchus;Cancers which can be caused by smoking;Attributable number;;61700
20.04.2005;C00-C14;Upper Respiratory Sites;Cancers which can be caused by smoking;Attributable number;;8300
20.04.2005;C15;Oesophagus;Cancers which can be caused by smoking;Attributable number;;22000
20.04.2005;C32;Larynx;Cancers which can be caused by smoking;Attributable number;;3400
20.04.2005;C53;Cervical;Cancers which can be caused by smoking;Attributable number;;900
20.04.2005;C67;Bladder;Cancers which can be caused by smoking;Attributable number;;32600
20.04.2005;C64-C66 & C68;Kidney and Renal Pelvis;Cancers which can be caused by smoking;Attributable number;;2800
20.04.2005;C16;Stomach;Cancers which can be caused by smoking;Attributable number;;5500
20.04.2005;C25;Pancreas;Cancers which can be caused by smoking;Attributable number;;5000
20.04.2005;C80;Unspecified Site;Cancers which can be caused by smoking;Attributable number;;5100
20.04.2005;C92;Myeloid Leukaemia;Cancers which can be caused by smoking;Attributable number;;5200
20.04.2005;J40-J43;Chronic Obstructive Lung Disease;Respiratory diseases which can be caused by smoking;Attributable number;;5000
20.04.2005;J44;Chronic Airway Obstruction;Respiratory diseases which can be caused by smoking;Attributable number;;86400
20.04.2005;J10-J18;Pneumonia, Influenza;Respiratory diseases which can be caused by smoking;Attributable number;;20100
20.04.2005;I00-I09 & I26-I51;Other Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;;36100
20.04.2005;I20-I25;Ischaemic Heart Disease;Circulatory diseases which can be caused by smoking;Attributable number;;79400
20.04.2005;I72-I78;Other arterial disease;Circulatory diseases which can be caused by smoking;Attributable number;;7700
20.04.2005;I60-I69;Cerebrovascular Disease;Circulatory diseases which can be caused by smoking;Attributable number;;16900
20.04.2005;I71;Aortic Aneurysm;Circulatory diseases which can be caused by smoking;Attributable number;;7400
20.04.2005;I70;Atherosclerosis;Circulatory diseases which can be caused by smoking;Attributable number;;1900
20.04.2005;K25-K27;Stomach / Duodenal Ulcer;Digestive diseases which can be caused caused by smoking;Attributable number;;12600
